168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1.78924,1.2963,0.0780334,-0.835983,-0.928146,0.182106,0.475304,1.6927,2.53394,3.07453,3.06877,2.58114,2.59436,1.89197,1.64243,2.02733,0.898148,0.437393,1.18475,1.6627,3.10053,3.34391,3.33334,3.26455,3.59744,2.94884,3.29057,3.28925,3.04585,2.97222,2.84082,2.82848,2.73545,2.70194,2.34435,2.02645,2.26411,2.29675,2.21957,1.93476,1.67152,1.53836,1.48985,1.66579,1.64549,1.74912,1.87345,
168,168,168,168,168,168,168,168,168,168,168,168,168,168,-0.124336,2.03043,1.62566,0.618622,-1.41402,-1.91048,-1.50134,-0.925049,-0.282616,0.591263,2.08421,2.79409,2.6649,2.81791,2.47443,1.71913,1.13403,1.31483,1.05025,1.55996,2.55468,2.93784,2.91491,3.04366,3.19708,3.19047,3.46031,2.99029,3.21209,3.10934,2.95767,2.83466,2.86024,2.90343,2.69091,2.73237,2.01146,1.95722,2.10978,2.24295,2.29234,2.19929,1.87831,1.72047,1.59216,1.73678,1.72929,1.89639,1.89418,
168,168,168,168,168,168,168,168,168,168,168,168,168,0.535255,2.03879,3.27644,1.36773,-0.242943,-1.65565,-2.26411,-2.57671,-2.07893,-0.682091,0.235901,2.01675,2.51323,2.79101,2.60627,2.11993,1.33775,1.24957,1.07583,1.29897,2.6799,2.88932,2.83156,2.6336,2.65123,2.9418,3.16313,3.18298,3.1142,1.83157,2.98943,2.92018,3.06658,3.03704,2.87301,2.88448,2.68209,1.73457,2.08775,1.90565,2.33906,2.13227,2.18828,1.99691,1.86553,1.63624,1.66358,1.84216,1.90477,1.97398,
168,168,168,168,168,168,168,168,168,168,168,168,168,1.53792,2.63625,1.91623,0.0379105,-1.35097,-2.3373,-2.39725,-2.55731,-2.03395,-0.569664,0.891533,1.64684,2.43121,2.2963,2.18607,2.00838,1.48369,1.70413,1.37302,1.92681,3.00484,3.05643,2.8232,2.71295,2.73193,2.69886,2.8567,2.80291,2.76454,2.8858,2.31613,2.80732,3.16226,2.94488,2.95415,2.91093,2.65432,1.72796,1.27512,1.79762,2.08421,2.32715,1.97266,2.00484,1.95811,1.86992,1.6843,1.86333,1.92329,1.88403,
168,168,168,168,168,168,168,168,168,168,168,168,-0.0132294,1.72973,3.47134,1.19665,-1.01189,-2.45721,-2.61024,-2.07982,-1.52117,-0.842171,0.237656,0.59082,1.90034,2.71562,2.27029,1.97708,2.66756,2.52116,2.13624,2.54454,2.4559,3.03704,3.01278,2.7553,2.61949,2.37743,2.45943,2.54453,2.65167,2.80599,2.87213,3.03397,1.98985,3.16888,3.17504,2.79762,2.94886,2.67241,1.5648,1.08554,1.43694,1.95854,2.06128,1.9299,1.99295,1.93342,1.83422,1.61465,1.64903,1.62655,1.77338,
168,168,168,168,168,168,168,168,168,168,1.36288,1.46252,1.17592,1.58643,1.93121,-0.49646,-2.23941,-1.94048,-1.95811,-1.47488,-0.708115,0.00925446,0.0511627,0.835526,1.61508,2.53219,2.56702,2.87082,2.96252,3.10757,2.85891,2.66315,2.7178,2.74957,2.71252,2.6627,2.46958,2.40301,2.4537,2.41225,2.3783,2.72311,2.76763,2.82452,2.28306,1.82716,2.81834,2.74294,2.52734,2.2112,1.41886,0.610229,1.03704,1.76851,1.77822,1.94576,1.96913,1.6702,1.53263,1.56129,1.75176,1.56833,1.74249,
168,168,168,168,168,168,168,168,168,168,1.37566,1.50706,1.4612,0.814819,0.34127,-0.708565,-1.17725,-3.62434,-1.99689,-0.681648,-0.180344,0.416656,0.435188,0.981026,1.82672,2.37478,3.16535,3.60143,3.55865,3.36773,3.17813,2.93475,2.83774,2.45854,2.60184,2.806,2.44268,2.41051,2.34744,2.39374,2.25574,2.52998,2.63581,2.84171,2.80689,2.81041,1.73853,2.70988,2.34347,2.12213,1.44622,1.0247,1.39021,1.66666,1.77954,1.9193,1.80865,1.67197,1.69357,1.69621,1.63007,1.74338,1.61596,
168,168,168,168,168,168,168,168,168,168,1.92373,1.0626,0.464745,0.36113,-0.11245,-0.234573,-0.817024,-1.86462,-2.11024,-0.386681,0.388458,1.00089,1.19135,1.44048,1.86464,2.6918,3.5591,3.69579,3.52161,3.35451,2.87567,2.86684,2.64066,2.71383,2.76718,2.81923,2.49075,2.43166,2.30467,2.37565,2.306,2.3933,2.56437,2.98412,3.09523,2.79146,2.73809,0.261902,2.26102,2.14329,1.54144,1.6067,1.69576,1.68035,1.70281,1.86289,1.69269,1.52249,1.58288,1.56702,1.62212,1.6671,1.80732,
168,168,168,168,168,168,168,168,168,168,1.68652,0.547173,-0.242935,-0.363747,0.130066,0.440468,-0.488976,-1.79277,-1.74251,-0.259689,1.20328,1.65608,1.58334,1.73678,1.70591,2.89417,3.65345,3.59966,3.40652,3.47222,2.96295,2.67681,2.8104,2.74954,2.70546,2.3867,2.79101,2.45811,2.43916,2.26939,2.07936,2.28484,2.54893,3.00441,2.94401,2.71694,2.59039,2.55334,1.21428,0.233246,1.65608,1.84039,1.6552,1.53085,1.53571,1.80379,1.54938,1.60802,1.50484,1.60009,1.80556,1.70943,1.82055,
168,168,168,168,168,168,168,168,168,2.52425,1.43254,0.135811,-0.820557,-0.374344,-0.668434,-0.344795,-1.13007,-1.68123,-1.42549,-0.0758438,1.65036,2.22487,2.1217,1.90388,1.99869,3.02204,3.51366,3.34833,3.15388,2.9881,2.80644,2.76104,2.64287,2.95061,2.20194,1.8373,1.8598,2.74603,2.61111,2.31261,2.05688,2.19268,2.48457,2.8007,2.96825,2.56349,2.41138,2.37214,2.29629,1.82981,-0.172836,0.746475,1.64551,1.43341,1.66402,1.69444,1.49205,1.54276,1.56129,1.72663,1.58775,1.76587,1.96385,
